Fecha,Estado,Horario,Centena,Fijo,Corrido_1,Corrido_2
2024-11-16,NJ,Evening,3,27,95,7
2024-11-16,GA,Night,0,80,36,92
2024-11-17,GA,Midday,9,42,37,84
2024-11-17,NJ,Midday,0,40,83,80
2024-11-17,FL,Midday,5,9,17,24
2024-11-17,NY,Midday,8,18,87,66
2024-11-17,GA,Evening,2,26,11,50
2024-11-17,TN,Evening,6,94,78,69
2024-11-17,FL,Evening,4,34,66,90
2024-11-17,NY,Evening,2,63,43,40
2024-11-17,NJ,Evening,4,68,67,58
2024-11-17,GA,Night,4,83,3,38
2024-11-18,TN,Morning,5,87,98,80
2024-11-18,GA,Midday,3,73,94,91
2024-11-18,NJ,Midday,0,76,83,71
2024-11-18,TN,Midday,0,68,44,89
2024-11-18,FL,Midday,7,15,28,57
2024-11-18,NY,Midday,3,60,47,82
2024-11-18,GA,Evening,3,38,44,63
2024-11-18,TN,Evening,3,88,98,47
2024-11-18,FL,Evening,5,79,24,77
2024-11-18,NY,Evening,4,39,63,53
2024-11-18,NJ,Evening,8,59,73,15
2024-11-18,GA,Night,2,53,97,28
2024-11-19,TN,Morning,9,13,62,94
2024-11-19,GA,Midday,2,63,95,13
2024-11-19,NJ,Midday,0,46,84,46
2024-11-19,TN,Midday,4,63,70,47
2024-11-19,FL,Midday,7,99,97,94
2024-11-19,NY,Midday,0,2,29,76
2024-11-19,GA,Evening,3,60,42,63
2024-11-19,TN,Evening,7,51,81,4
2024-11-19,FL,Evening,9,91,56,8
2024-11-19,NY,Evening,3,5,90,65
2024-11-19,NJ,Evening,5,26,22,89
2024-11-19,GA,Night,6,34,28,59
2024-11-20,TN,Morning,9,4,30,32
2024-11-20,GA,Midday,4,87,50,53
2024-11-20,NJ,Midday,8,30,51,32
2024-11-20,TN,Midday,9,55,81,47
2024-11-20,NY,Midday,7,0,75,50
2024-11-20,GA,Evening,6,54,19,37
2024-11-20,TN,Evening,1,46,61,48
2024-11-20,NY,Evening,5,17,4,18
2024-11-20,NJ,Evening,4,23,27,30
2024-11-20,GA,Night,1,72,23,11
2024-11-21,TN,Morning,4,30,48,61
2024-11-21,GA,Midday,8,14,17,95
2024-11-21,NJ,Midday,7,7,38,1
2024-11-21,TN,Midday,2,79,17,10
2024-11-21,FL,Midday,5,66,66,92
2024-11-21,NY,Midday,2,72,59,64
2024-11-21,GA,Evening,9,22,83,4
2024-11-21,TN,Evening,1,54,72,59
2024-11-21,NY,Evening,9,74,36,60
2024-11-21,NJ,Evening,1,33,53,45
2024-11-21,GA,Night,8,53,94,33
2024-11-22,TN,Morning,9,35,90,52
2024-11-22,GA,Midday,4,54,91,99
2024-11-22,NJ,Midday,6,13,34,28
2024-11-22,TN,Midday,4,84,85,13
2024-11-22,FL,Midday,5,33,76,82
2024-11-22,NY,Midday,6,20,45,24
2024-11-22,GA,Evening,1,94,66,59
2024-11-22,TN,Evening,3,17,96,5
2024-11-22,FL,Evening,2,36,96,17
2024-11-22,NY,Evening,1,41,44,65
2024-11-22,NJ,Evening,3,19,39,4
2024-11-22,GA,Night,4,92,95,3
2024-11-23,TN,Morning,0,58,23,14
2024-11-23,GA,Midday,5,50,26,69
2024-11-23,TN,Midday,8,45,69,18
2024-11-23,NY,Midday,3,24,81,13
2024-11-23,GA,Evening,4,73,55,59
2024-11-23,TN,Evening,9,64,55,60
2024-11-23,NY,Evening,7,45,11,7
2024-11-23,GA,Night,2,73,56,41
2024-11-24,GA,Midday,5,21,52,24
2024-11-24,NJ,Midday,4,29,45,62
2024-11-24,FL,Midday,1,15,70,25
2024-11-24,NY,Midday,2,59,37,48
2024-11-24,GA,Evening,7,92,34,45
2024-11-24,NY,Evening,7,49,9,9
2024-11-24,NJ,Evening,2,77,98,56
2024-11-24,GA,Night,1,35,18,57
2024-11-25,TN,Morning,1,55,29,49
2024-11-25,GA,Midday,3,99,80,49
2024-11-25,NJ,Midday,6,85,93,45
2024-11-25,TN,Midday,6,52,33,34
2024-11-25,FL,Midday,9,15,50,40
2024-11-25,NY,Midday,6,82,9,64
2024-11-25,GA,Evening,5,61,6,84
2024-11-25,TN,Evening,6,39,63,4
2024-11-25,FL,Evening,0,84,21,18
2024-11-25,NY,Evening,5,10,38,65
2024-11-25,NJ,Evening,6,7,46,12
2024-11-25,GA,Night,9,6,47,44
2024-11-26,TN,Morning,7,44,71,91
2024-11-26,GA,Midday,0,20,90,91
2024-11-26,NJ,Midday,2,45,90,33
2024-11-26,TN,Midday,2,74,22,64
2024-11-26,FL,Midday,1,23,87,14
2024-11-26,NY,Midday,3,97,43,39
2024-11-26,GA,Evening,7,1,48,12
2024-11-26,TN,Evening,1,88,62,62
2024-11-26,FL,Evening,4,54,19,46
2024-11-26,NY,Evening,7,40,57,33
2024-11-26,NJ,Evening,0,73,50,15
2024-11-26,GA,Night,8,8,27,5
2024-11-27,TN,Morning,6,41,30,4
2024-11-27,GA,Midday,0,43,79,1
2024-11-27,NJ,Midday,9,1,88,71
2024-11-27,TN,Midday,2,35,9,47
2024-11-27,FL,Midday,3,12,57,31
2024-11-27,NY,Midday,8,61,98,66
2024-11-27,GA,Evening,0,83,91,28
2024-11-27,TN,Evening,1,20,96,31
2024-11-27,FL,Evening,2,43,82,45
2024-11-27,NY,Evening,7,62,61,67
2024-11-27,NJ,Evening,9,45,94,88
2024-11-27,GA,Night,6,41,21,12
2024-11-28,TN,Morning,5,32,33,67
2024-11-28,GA,Midday,1,39,67,7
2024-11-28,NJ,Midday,7,71,38,26
2024-11-28,TN,Midday,1,84,95,96
2024-11-28,FL,Midday,5,18,59,60
2024-11-28,NY,Midday,5,74,18,86
2024-11-28,GA,Evening,2,18,59,52
2024-11-28,TN,Evening,6,54,86,76
2024-11-28,FL,Evening,6,61,52,49
2024-11-28,NY,Evening,3,5,2,66
2024-11-28,NJ,Evening,0,36,70,82
2024-11-28,GA,Night,0,74,3,12
2024-11-29,TN,Morning,1,28,43,87
2024-11-29,GA,Midday,4,45,69,7
2024-11-29,NJ,Midday,6,83,99,63
2024-11-29,TN,Midday,0,44,3,46
2024-11-29,FL,Midday,0,28,27,98
2024-11-29,NY,Midday,3,35,96,88
2024-11-29,GA,Evening,1,37,53,87
2024-11-29,TN,Evening,9,58,2,70
2024-11-29,NY,Evening,2,40,66,77
2024-11-29,NJ,Evening,9,31,22,88
2024-11-29,GA,Night,1,30,91,62
2024-11-30,TN,Morning,3,19,87,45
2024-11-30,GA,Midday,2,27,83,80
2024-11-30,NJ,Midday,5,96,31,92
2024-11-30,TN,Midday,5,62,32,21
2024-11-30,FL,Midday,0,94,6,28
2024-11-30,NY,Midday,3,7,57,16
2024-11-30,GA,Evening,1,54,40,68
2024-11-30,TN,Evening,9,40,67,3
2024-11-30,FL,Evening,3,70,99,4
2024-11-30,NY,Evening,2,39,41,56
2024-11-30,NJ,Evening,1,19,28,49
2024-11-30,GA,Night,1,84,80,3
2024-12-01,GA,Midday,0,59,28,26
2024-12-01,NJ,Midday,3,20,81,7
2024-12-01,FL,Midday,7,18,42,85
2024-12-01,NY,Midday,8,72,19,88
2024-12-01,GA,Evening,9,78,90,19
2024-12-01,TN,Evening,6,42,14,14
2024-12-01,FL,Evening,0,26,76,60
2024-12-01,NY,Evening,1,39,54,90
2024-12-01,NJ,Evening,8,85,39,76
2024-12-01,GA,Night,8,35,4,63
2024-12-02,TN,Morning,0,97,89,47
2024-12-02,GA,Midday,6,31,58,16
2024-12-02,NJ,Midday,7,85,28,82
2024-12-02,TN,Midday,5,25,37,58
2024-12-02,FL,Midday,1,35,63,63
2024-12-02,NY,Midday,1,2,24,40
2024-12-02,GA,Evening,8,9,94,7
2024-12-02,TN,Evening,7,47,73,45
2024-12-02,FL,Evening,0,40,81,5
2024-12-02,NY,Evening,5,19,15,33
2024-12-02,NJ,Evening,7,3,38,39
2024-12-02,GA,Night,9,68,64,58
2024-12-03,TN,Morning,4,58,2,25
2024-12-03,GA,Midday,8,12,27,19
2024-12-03,NJ,Midday,5,70,92,58
2024-12-03,TN,Midday,3,8,48,93
2024-12-03,FL,Midday,7,53,67,71
2024-12-03,NY,Midday,7,57,24,26
2024-12-03,GA,Evening,1,29,47,57
2024-12-03,TN,Evening,9,57,7,93
2024-12-03,FL,Evening,8,35,18,45
2024-12-03,NY,Evening,6,46,40,91
2024-12-03,NJ,Evening,0,78,41,89
2024-12-03,GA,Night,9,22,78,66
2024-12-04,TN,Morning,2,32,26,25
2024-12-04,GA,Midday,8,30,19,51
2024-12-04,NJ,Midday,6,89,12,95
2024-12-04,TN,Midday,4,93,13,29
2024-12-04,FL,Midday,7,6,65,23
2024-12-04,NY,Midday,5,22,41,77
2024-12-04,GA,Evening,6,69,0,93
2024-12-04,TN,Evening,3,0,43,82
2024-12-04,FL,Evening,0,99,6,58
2024-12-04,NY,Evening,9,94,79,85
2024-12-04,NJ,Evening,4,53,63,73
2024-12-04,GA,Night,5,55,70,48
2024-12-05,TN,Morning,5,9,54,51
2024-12-05,GA,Midday,6,72,32,50
2024-12-05,NJ,Midday,3,73,36,85
2024-12-05,TN,Midday,7,66,60,11
2024-12-05,FL,Midday,4,40,38,86
2024-12-05,NY,Midday,3,34,36,66
2024-12-05,GA,Evening,6,64,2,35
2024-12-05,TN,Evening,5,82,11,57
2024-12-05,NY,Evening,1,99,4,31
2024-12-05,NJ,Evening,7,55,85,67
2024-12-05,GA,Night,9,96,42,38
2024-12-06,TN,Morning,2,98,33,42
2024-12-06,GA,Midday,2,87,20,21
2024-12-06,NJ,Midday,1,33,5,20
2024-12-06,TN,Midday,0,62,36,92
2024-12-06,FL,Midday,7,80,58,44
2024-12-06,NY,Midday,7,92,33,12
2024-12-06,GA,Evening,7,82,21,89
2024-12-06,TN,Evening,9,19,60,50
2024-12-06,FL,Evening,8,78,25,26
2024-12-06,NY,Evening,0,33,58,86
2024-12-06,NJ,Evening,9,97,17,56
2024-12-06,GA,Night,7,63,91,22
2024-12-07,TN,Morning,1,17,67,40
2024-12-07,GA,Midday,9,96,78,62
2024-12-07,NJ,Midday,9,45,70,48
2024-12-07,TN,Midday,4,20,6,56
2024-12-07,FL,Midday,8,69,10,68
2024-12-07,NY,Midday,4,92,30,70
2024-12-07,GA,Evening,1,99,47,15
2024-12-07,TN,Evening,1,55,52,4
2024-12-07,FL,Evening,5,24,17,48
2024-12-07,NY,Evening,3,60,88,47
2024-12-07,NJ,Evening,5,63,27,10
2024-12-07,GA,Night,4,10,68,78
2024-12-08,GA,Midday,5,25,17,25
2024-12-08,NJ,Midday,1,69,10,99
2024-12-08,FL,Midday,9,30,46,17
2024-12-08,NY,Midday,2,22,15,64
2024-12-08,GA,Evening,7,15,88,75
2024-12-08,TN,Evening,7,89,21,95
2024-12-08,NY,Evening,9,34,47,1
2024-12-08,NJ,Evening,8,93,77,77
2024-12-08,GA,Night,2,18,81,52
2024-12-09,TN,Morning,7,40,13,29
2024-12-09,GA,Midday,3,58,34,43
2024-12-09,NJ,Midday,4,85,55,80
2024-12-09,TN,Midday,3,24,51,51
2024-12-09,FL,Midday,9,80,94,21
2024-12-09,NY,Midday,7,24,62,29
2024-12-09,GA,Evening,4,32,81,11
2024-12-09,TN,Evening,7,55,57,94
2024-12-09,FL,Evening,8,40,70,7
2024-12-09,NY,Evening,0,60,89,76
2024-12-09,NJ,Evening,8,19,1,68
2024-12-09,GA,Night,4,23,33,34
2024-12-10,TN,Morning,9,7,15,45
2024-12-10,GA,Midday,9,34,40,96
2024-12-10,NJ,Midday,2,28,31,69
2024-12-10,TN,Midday,1,4,25,12
2024-12-10,FL,Midday,0,65,82,58
2024-12-10,NY,Midday,7,13,46,69
2024-12-10,GA,Evening,3,99,82,0
2024-12-10,TN,Evening,3,69,33,90
2024-12-10,FL,Evening,3,77,44,33
2024-12-10,NY,Evening,8,72,10,45
2024-12-10,NJ,Evening,0,77,20,95
2024-12-10,GA,Night,2,84,57,95
2024-12-11,TN,Morning,0,40,38,3
2024-12-11,GA,Midday,1,13,11,78
2024-12-11,NJ,Midday,5,98,47,5
2024-12-11,TN,Midday,5,10,45,65
2024-12-11,FL,Midday,3,21,79,23
2024-12-11,NY,Midday,0,97,60,26
2024-12-11,GA,Evening,0,98,27,19
2024-12-11,TN,Evening,7,66,38,5
2024-12-11,FL,Evening,8,43,75,74
2024-12-11,NY,Evening,8,64,2,3
2024-12-11,NJ,Evening,3,3,4,79
2024-12-11,GA,Night,0,70,6,52
2024-12-12,TN,Morning,1,46,75,84
2024-12-12,GA,Midday,6,74,92,88
2024-12-12,NJ,Midday,1,36,17,33
2024-12-12,TN,Midday,5,6,68,43
2024-12-12,FL,Midday,0,99,96,21
2024-12-12,NY,Midday,1,56,28,53
2024-12-12,GA,Evening,7,31,54,88
2024-12-12,TN,Evening,3,35,20,53
2024-12-12,FL,Evening,4,50,16,10
2024-12-12,NY,Evening,6,85,23,54
2024-12-12,NJ,Evening,6,50,70,36
2024-12-12,GA,Night,8,80,21,2
2024-12-13,TN,Morning,3,63,88,29
2024-12-13,GA,Midday,1,96,70,26
2024-12-13,NJ,Midday,1,36,89,28
2024-12-13,TN,Midday,2,38,89,58
2024-12-13,FL,Midday,5,43,88,39
2024-12-13,NY,Midday,1,6,70,28
2024-12-13,GA,Evening,9,77,65,67
2024-12-13,TN,Evening,1,86,8,49
2024-12-13,FL,Evening,8,31,63,24
2024-12-13,NY,Evening,5,48,69,22
2024-12-13,NJ,Evening,9,62,41,72
2024-12-13,GA,Night,1,39,64,31
2024-12-14,TN,Morning,1,32,44,43
2024-12-14,GA,Midday,8,88,23,86
2024-12-14,NJ,Midday,9,91,11,31
2024-12-14,TN,Midday,3,28,20,73
2024-12-14,FL,Midday,9,47,62,63
2024-12-14,NY,Midday,6,93,20,39
2024-12-14,GA,Evening,0,82,60,70
2024-12-14,TN,Evening,3,83,4,5
2024-12-14,NY,Evening,3,74,12,74
2024-12-14,NJ,Evening,4,41,12,74
2024-12-14,GA,Night,1,71,87,14
2024-12-15,GA,Midday,8,31,86,66
2024-12-15,NJ,Midday,8,12,84,77
2024-12-15,FL,Midday,7,97,83,45
2024-12-15,NY,Midday,2,92,43,85
2024-12-15,GA,Evening,8,12,71,90
2024-12-15,TN,Evening,8,23,16,31
2024-12-15,FL,Evening,2,72,85,69
2024-12-15,NY,Evening,4,98,5,32
2024-12-15,NJ,Evening,3,45,28,22
2024-12-15,GA,Night,1,95,27,43
2024-12-16,TN,Morning,4,14,16,47
2024-12-16,GA,Midday,0,91,64,81
2024-12-16,NJ,Midday,0,30,94,12
2024-12-16,TN,Midday,6,92,49,48
2024-12-16,FL,Midday,9,93,61,68
2024-12-16,NY,Midday,6,91,75,76
2024-12-16,GA,Evening,0,81,93,38
2024-12-16,TN,Evening,8,38,0,97
2024-12-16,FL,Evening,3,80,8,86
2024-12-16,NY,Evening,5,40,63,90
2024-12-16,NJ,Evening,3,43,52,79
2024-12-16,GA,Night,0,91,46,14
2024-12-17,TN,Morning,8,57,52,68
2024-12-17,GA,Midday,5,14,29,39
2024-12-17,NJ,Midday,0,61,26,20
2024-12-17,TN,Midday,4,95,47,15
2024-12-17,FL,Midday,7,90,58,8
2024-12-17,NY,Midday,0,3,7,58
2024-12-17,GA,Evening,8,18,59,73
2024-12-17,TN,Evening,7,63,53,72
2024-12-17,FL,Evening,4,43,31,37
2024-12-17,NY,Evening,9,33,7,27
2024-12-17,NJ,Evening,4,39,13,73
2024-12-17,GA,Night,9,12,82,36
2024-12-18,TN,Morning,0,26,19,45
2024-12-18,GA,Midday,9,91,51,69
2024-12-18,NJ,Midday,2,24,88,25
2024-12-18,TN,Midday,7,52,82,14
2024-12-18,FL,Midday,6,0,20,48
2024-12-18,NY,Midday,3,84,97,1
2024-12-18,GA,Evening,7,28,7,9
2024-12-18,TN,Evening,4,25,38,87
2024-12-18,FL,Evening,5,87,61,65
2024-12-18,NY,Evening,5,64,15,56
2024-12-18,NJ,Evening,5,74,9,6
2024-12-18,GA,Night,2,3,40,34
2024-12-19,TN,Morning,9,40,57,14
2024-12-19,GA,Midday,8,45,44,73
2024-12-19,NJ,Midday,5,46,31,96
2024-12-19,TN,Midday,6,73,8,81
2024-12-19,FL,Midday,2,68,1,13
2024-12-19,NY,Midday,6,46,91,76
2024-12-19,GA,Evening,7,17,60,72
2024-12-19,TN,Evening,7,30,94,55
2024-12-19,FL,Evening,9,32,26,78
2024-12-19,NY,Evening,7,82,9,24
2024-12-19,NJ,Evening,0,83,89,21
2024-12-19,GA,Night,7,88,48,14
2024-12-20,TN,Morning,7,82,46,22
2024-12-20,GA,Midday,7,1,51,38
2024-12-20,NJ,Midday,0,53,56,36
2024-12-20,TN,Midday,1,4,52,25
2024-12-20,FL,Midday,4,38,40,34
2024-12-20,NY,Midday,9,17,50,95
2024-12-20,GA,Evening,3,68,18,95
2024-12-20,TN,Evening,6,21,81,17
2024-12-20,FL,Evening,0,23,24,93
2024-12-20,NY,Evening,2,52,79,73
2024-12-20,NJ,Evening,4,78,21,68
2024-12-20,GA,Night,8,91,39,15
2024-12-21,TN,Morning,8,91,4,68
2024-12-21,GA,Midday,6,22,81,47
2024-12-21,NJ,Midday,6,17,6,39
2024-12-21,TN,Midday,4,8,21,90
2024-12-21,FL,Midday,4,74,82,38
2024-12-21,NY,Midday,6,9,16,69
2024-12-21,GA,Evening,4,62,38,12
2024-12-21,TN,Evening,8,17,34,76
2024-12-21,FL,Evening,8,30,21,95
2024-12-21,NY,Evening,3,36,95,58
2024-12-21,NJ,Evening,9,36,33,9
2024-12-21,GA,Night,3,62,82,57
2024-12-22,GA,Midday,4,69,77,13
2024-12-22,NJ,Midday,8,34,75,60
2024-12-22,FL,Midday,7,75,16,92
2024-12-22,NY,Midday,6,13,6,49
2024-12-22,GA,Evening,9,2,59,79
2024-12-22,NY,Evening,0,0,61,11
2024-12-22,NJ,Evening,9,38,63,98
2024-12-22,GA,Night,1,94,55,29
2024-12-23,TN,Morning,5,48,55,30
2024-12-23,GA,Midday,8,51,84,7
2024-12-23,NJ,Midday,4,72,44,35
2024-12-23,TN,Midday,5,67,45,45
2024-12-23,FL,Midday,2,73,23,20
2024-12-23,NY,Midday,4,66,37,79
2024-12-23,GA,Evening,8,98,53,5
2024-12-23,TN,Evening,4,61,30,88
2024-12-23,FL,Evening,0,6,95,83
2024-12-23,NY,Evening,1,72,21,4
2024-12-23,NJ,Evening,8,50,53,9
2024-12-23,GA,Night,3,98,43,16
2024-12-24,TN,Morning,9,70,42,80
2024-12-24,GA,Midday,2,13,45,86
2024-12-24,NJ,Midday,1,95,83,99
2024-12-24,TN,Midday,7,6,84,93
2024-12-24,FL,Midday,5,0,5,92
2024-12-24,NY,Midday,3,23,63,96
2024-12-24,GA,Evening,7,97,47,7
2024-12-24,TN,Evening,4,66,20,84
2024-12-24,FL,Evening,9,13,14,40
2024-12-24,NY,Evening,1,38,41,29
2024-12-24,NJ,Evening,4,61,25,75
2024-12-24,GA,Night,3,46,47,92
2024-12-25,TN,Morning,0,75,94,86
2024-12-25,GA,Midday,3,48,68,82
2024-12-25,TN,Midday,4,55,20,51
2024-12-25,FL,Midday,6,27,10,0
2024-12-25,NY,Midday,8,44,69,81
2024-12-25,GA,Evening,8,94,65,53
2024-12-25,TN,Evening,9,5,87,29
2024-12-25,FL,Evening,3,65,23,60
2024-12-25,NY,Evening,1,77,90,90
2024-12-25,GA,Night,7,69,73,48
2024-12-26,TN,Morning,0,29,27,51
2024-12-26,GA,Midday,7,53,0,99
2024-12-26,NJ,Midday,4,35,49,22
2024-12-26,TN,Midday,5,24,67,30
2024-12-26,FL,Midday,6,68,62,21
2024-12-26,NY,Midday,3,23,47,21
2024-12-26,GA,Evening,3,32,73,39
2024-12-26,TN,Evening,3,46,56,28
2024-12-26,NY,Evening,1,25,38,16
2024-12-26,NJ,Evening,1,29,39,80
2024-12-26,GA,Night,6,93,89,10
2024-12-27,TN,Morning,3,13,22,24
2024-12-27,GA,Midday,2,80,12,91
2024-12-27,NJ,Midday,8,42,89,94
2024-12-27,TN,Midday,4,78,70,54
2024-12-27,FL,Midday,2,39,38,38
2024-12-27,NY,Midday,7,53,74,54
2024-12-27,GA,Evening,6,93,64,50
2024-12-27,TN,Evening,4,63,41,67
2024-12-27,FL,Evening,4,70,55,3
2024-12-27,NY,Evening,2,95,31,73
2024-12-27,NJ,Evening,4,88,72,86
2024-12-27,GA,Night,2,17,41,6
2024-12-28,TN,Morning,1,95,65,22
2024-12-28,GA,Midday,2,9,68,58
2024-12-28,NJ,Midday,4,56,57,49
2024-12-28,TN,Midday,0,4,53,29
2024-12-28,FL,Midday,3,75,83,45
2024-12-28,NY,Midday,9,61,32,89
2024-12-28,GA,Evening,2,43,45,10
2024-12-28,TN,Evening,0,76,77,84
2024-12-28,FL,Evening,6,84,79,0
2024-12-28,NY,Evening,4,79,16,50
2024-12-28,NJ,Evening,0,41,61,16
2024-12-28,GA,Night,5,18,66,45
2024-12-29,GA,Midday,9,22,65,31
2024-12-29,NJ,Midday,6,31,89,0
2024-12-29,FL,Midday,6,38,36,32
2024-12-29,NY,Midday,4,99,83,84
2024-12-29,GA,Evening,1,17,25,13
2024-12-29,TN,Evening,9,28,73,15
2024-12-29,NY,Evening,6,39,81,44
2024-12-29,NJ,Evening,9,30,48,9
2024-12-29,GA,Night,5,4,72,14
2024-12-30,TN,Morning,8,16,95,95
2024-12-30,GA,Midday,6,15,7,74
2024-12-30,NJ,Midday,5,5,69,1
2024-12-30,TN,Midday,9,47,43,51
2024-12-30,FL,Midday,0,89,42,58
2024-12-30,NY,Midday,7,79,33,72
2024-12-30,GA,Evening,5,85,99,91
2024-12-30,TN,Evening,0,89,68,82
2024-12-30,FL,Evening,8,83,33,23
2024-12-30,NY,Evening,7,15,47,88
2024-12-30,NJ,Evening,0,52,51,26
2024-12-30,GA,Night,7,90,98,22
2024-12-31,TN,Morning,9,2,55,95
2024-12-31,GA,Midday,3,72,82,95
2024-12-31,NJ,Midday,6,16,11,98
2024-12-31,TN,Midday,8,19,65,55
2024-12-31,FL,Midday,9,19,96,6
2024-12-31,NY,Midday,5,3,81,26
2024-12-31,GA,Evening,4,96,44,54
2024-12-31,TN,Evening,8,89,1,76
2024-12-31,FL,Evening,9,9,44,4
2024-12-31,NY,Evening,8,17,78,25
2024-12-31,NJ,Evening,5,35,46,65
2024-12-31,GA,Night,6,42,38,87
2025-01-01,TN,Morning,0,61,53,46
2025-01-01,GA,Midday,8,43,61,9
2025-01-01,NJ,Midday,4,63,23,39
2025-01-01,TN,Midday,2,89,11,97
2025-01-01,FL,Midday,3,21,85,70
2025-01-01,NY,Midday,1,22,42,74
2025-01-01,GA,Evening,2,88,96,1
2025-01-01,TN,Evening,1,77,5,21
2025-01-01,FL,Evening,0,78,5,95
2025-01-01,NY,Evening,2,96,1,4
2025-01-01,NJ,Evening,1,80,97,37
2025-01-01,GA,Night,4,25,85,64
2025-01-02,GA,Midday,6,92,86,24
2025-01-02,NY,Midday,8,60,72,2
2025-01-02,GA,Evening,6,81,63,81
2025-01-02,NY,Evening,8,11,66,97
2025-01-02,GA,Night,6,77,10,13
2025-01-03,TN,Morning,3,78,16,69
2025-01-03,GA,Midday,0,47,1,97
2025-01-03,NJ,Midday,6,59,53,16
2025-01-03,TN,Midday,4,55,63,10
2025-01-03,FL,Midday,0,7,5,14
2025-01-03,NY,Midday,6,9,53,27
2025-01-03,GA,Evening,5,3,0,87
2025-01-03,TN,Evening,4,31,55,6
2025-01-03,NY,Evening,5,58,25,2
2025-01-03,NJ,Evening,8,44,5,72
2025-01-03,GA,Night,2,1,36,30
2025-01-04,TN,Morning,8,55,30,48
2025-01-04,GA,Midday,3,69,30,9
2025-01-04,NJ,Midday,7,23,97,56
2025-01-04,TN,Midday,7,58,72,2
2025-01-04,FL,Midday,7,77,83,12
2025-01-04,NY,Midday,2,80,18,80
2025-01-04,GA,Evening,6,58,39,10
2025-01-04,TN,Evening,8,95,75,79
2025-01-04,FL,Evening,3,32,40,83
2025-01-04,NY,Evening,9,53,75,45
2025-01-04,NJ,Evening,9,66,83,45
2025-01-04,GA,Night,4,30,87,99
2025-01-05,GA,Midday,6,68,28,47
2025-01-05,NJ,Midday,6,71,11,95
2025-01-05,FL,Midday,8,86,84,94
2025-01-05,NY,Midday,8,97,49,42
2025-01-05,GA,Evening,6,31,33,38
2025-01-05,TN,Evening,9,55,29,84
2025-01-05,FL,Evening,6,40,90,66
2025-01-05,NY,Evening,4,58,87,32
2025-01-05,NJ,Evening,1,94,9,39
2025-01-05,GA,Night,7,16,33,56
2025-01-06,TN,Morning,4,29,61,1
2025-01-06,GA,Midday,5,69,15,66
2025-01-06,NJ,Midday,7,89,5,97
2025-01-06,TN,Midday,8,85,83,0
2025-01-06,FL,Midday,9,72,30,4
2025-01-06,NY,Midday,2,46,36,68
2025-01-06,GA,Evening,5,93,55,73
2025-01-06,TN,Evening,9,5,88,14
2025-01-06,NY,Evening,3,77,3,55
2025-01-06,NJ,Evening,2,50,66,20
2025-01-06,GA,Night,1,98,76,15
2025-01-07,TN,Morning,5,22,8,17
2025-01-07,GA,Midday,1,98,89,38
2025-01-07,NJ,Midday,2,61,91,91
2025-01-07,TN,Midday,0,65,44,65
2025-01-07,FL,Midday,5,53,87,20
2025-01-07,NY,Midday,4,51,45,20
2025-01-07,GA,Evening,9,7,47,94
2025-01-07,TN,Evening,1,43,5,16
2025-01-07,FL,Evening,9,82,6,78
2025-01-07,NY,Evening,2,87,19,54
2025-01-07,NJ,Evening,3,92,35,61
2025-01-07,GA,Night,1,35,68,35
2025-01-08,TN,Morning,8,89,88,45
2025-01-08,GA,Midday,9,25,79,60
2025-01-08,NJ,Midday,7,12,63,75
2025-01-08,TN,Midday,8,14,31,36
2025-01-08,FL,Midday,3,44,38,9
2025-01-08,NY,Midday,0,30,80,58
2025-01-08,GA,Evening,2,93,90,7
2025-01-08,TN,Evening,1,83,18,42
2025-01-08,FL,Evening,9,77,72,91
2025-01-08,NY,Evening,8,11,30,86
2025-01-08,NJ,Evening,9,31,72,53
2025-01-08,GA,Night,0,2,41,12
2025-01-09,TN,Morning,1,98,51,92
2025-01-09,GA,Midday,0,71,51,89
2025-01-09,NJ,Midday,3,75,76,27
2025-01-09,TN,Midday,6,10,8,51
2025-01-09,FL,Midday,0,98,82,92
2025-01-09,NY,Midday,3,69,75,97
2025-01-09,GA,Evening,6,36,45,45
2025-01-09,TN,Evening,0,22,84,69
2025-01-09,FL,Evening,9,6,64,99
2025-01-09,NY,Evening,4,4,90,28
2025-01-09,NJ,Evening,5,16,84,5
2025-01-09,GA,Night,7,46,42,11
2025-01-10,TN,Morning,2,2,23,27
2025-01-10,GA,Midday,8,25,34,45
2025-01-10,NJ,Midday,8,78,34,6
2025-01-10,TN,Midday,3,55,45,92
2025-01-10,FL,Midday,1,28,46,3
2025-01-10,NY,Midday,1,65,5,1
2025-01-10,GA,Evening,6,72,37,73
2025-01-10,TN,Evening,8,85,68,59
2025-01-10,NY,Evening,6,67,89,16
2025-01-10,NJ,Evening,7,28,13,0
2025-01-10,GA,Night,1,79,43,51
2025-01-11,TN,Morning,9,98,57,35
2025-01-11,GA,Midday,7,55,90,65
2025-01-11,NJ,Midday,9,40,75,49
2025-01-11,TN,Midday,9,99,97,27
2025-01-11,FL,Midday,2,54,86,10
2025-01-11,NY,Midday,2,25,69,17
2025-01-11,GA,Evening,4,62,44,55
2025-01-11,TN,Evening,9,17,82,65
2025-01-11,FL,Evening,0,6,17,18
2025-01-11,NY,Evening,4,83,66,2
2025-01-11,NJ,Evening,2,38,70,64
2025-01-11,GA,Night,1,91,58,9
2025-01-12,GA,Midday,1,6,70,16
2025-01-12,NJ,Midday,0,65,35,60
2025-01-12,FL,Midday,5,65,54,16
